,,,,,,,,,,,,,,
RUN 2642 – 26 gennaio,,,direzione,,,entry point [mm],,,tempo [ns],exit point [mm],,,tempo [ns],quality
event,traccia,charge [p.e.],ux,uy,uz,x,y,z,,x,y,z,,
26140,0,897,0.861685,0.188108,-0.47129,-9175.11,-18176.4,2251.77,532,12170.5,-13516.6,-9422.97,573,1712
26140,1,897,0.60446,0.0924625,-0.791252,-9175.11,-18176.4,2251.77,532,1735.07,-16507.5,-12029.9,557,1874
26141,0,2135,-0.580161,-0.577459,-0.574417,-6321.73,-10949.6,-16159.2,575,-999999,-999999,-999999,-999999,2135
26142,0,891,0.307544,0.644804,-0.699746,-12974.4,-15793.8,1571.88,505,-3557.19,3950.63,-19854.9,602,2298
26143,0,2262,-0.582745,-0.578147,-0.5711,750.938,-7144.44,-19246.9,556,-999999,-999999,-999999,-999999,2262
26144,0,1769,-0.5798,-0.583486,-0.568661,8760.07,15173,-10619.5,343,-999999,-999999,-999999,-999999,1769
26145,0,1520,-0.63162,0.512948,-0.581326,6125.02,-18131.7,-7346.69,543,-5160.75,-8966.41,-17733.8,621,2193
26146,0,2279,-0.583144,-0.580816,-0.567975,7245.76,3224.18,-18954.4,527,-999999,-999999,-999999,-999999,2279
26147,0,1979,-0.574169,-0.586628,-0.571137,-7879.54,13647.7,-13118.5,479,-999999,-999999,-999999,-999999,1979
26148,0,1169,-0.559896,0.0683647,-0.825738,20360.4,-1355.69,-1966.55,530,9269.04,-1.41,-18324.1,589,2217
26149,0,2268,-0.583947,-0.578051,-0.569968,4806.92,-5338.58,-19246.9,570,-999999,-999999,-999999,-999999,2268
26150,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,570,-999999,-999999,-999999,-999999,2199
26151,0,901,-0.577681,-0.570961,-0.583342,-7414.18,-18961.4,2311.61,464,-999999,-999999,-999999,-999999,901
26152,0,1035,-0.568133,-0.583342,-0.580462,-19035.9,7224.9,2251.77,478,-999999,-999999,-999999,-999999,1035
26153,0,1864,-0.581198,-0.574525,-0.576307,-4204.84,-15637.1,-12584.1,481,-999999,-999999,-999999,-999999,1864
26154,0,2152,-0.585588,-0.576715,-0.569637,10594.7,-4717.01,-16932.1,565,-999999,-999999,-999999,-999999,2152
26155,0,2060,-0.586165,-0.575843,-0.569925,12866,-4968.84,-15194.8,580,-999999,-999999,-999999,-999999,2060
26156,0,1033,-0.568097,-0.583961,-0.579876,-18106.7,9311.91,2251.77,528,-999999,-999999,-999999,-999999,1033
26157,0,2129,-0.576994,-0.580735,-0.574304,-11550.4,-5142.64,-16159.2,578,-999999,-999999,-999999,-999999,2129
26158,0,2313,-0.582423,-0.579022,-0.570542,555.706,-5287,-19854.9,550,-999999,-999999,-999999,-999999,2313
26159,0,2193,0.659166,0.744767,-0.10403,-6792.73,-6074.17,-18363.4,590,2658.04,4603.9,-19854.9,516,2325
26160,0,897,-0.576859,-0.571618,-0.583512,-9175.11,-18176.4,2251.77,479,-999999,-999999,-999999,-999999,897
26161,0,1535,-0.586428,-0.571039,-0.57447,12589.6,-13982,-8057.81,544,-999999,-999999,-999999,-999999,1535
26162,0,1997,-0.573044,-0.585141,-0.573787,-14396.6,6409.7,-13118.5,488,-999999,-999999,-999999,-999999,1997
26163,0,1098,-0.578574,-0.571868,-0.581567,-7446.57,-18950.8,-2311.61,500,-999999,-999999,-999999,-999999,1098
26164,0,2359,-0.582456,-0.580275,-0.569233,2391.46,-1361.72,-20365.5,493,-999999,-999999,-999999,-999999,2359
26165,0,1181,-0.583422,-0.576547,-0.572024,19181.4,7171.18,-730.744,919,-999999,-999999,-999999,-999999,1181
26166,0,2086,-0.58013,-0.583784,-0.568019,6783.01,13123.9,-14233.9,55,-999999,-999999,-999999,-999999,2086
26167,0,2098,-0.576381,-0.586104,-0.569445,-2226.46,14604.4,-14233.9,395,-999999,-999999,-999999,-999999,2098
26168,0,1244,-0.57151,-0.586403,-0.574028,-6687.86,19197.4,-2311.61,509,-999999,-999999,-999999,-999999,1244
26169,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,565,-999999,-999999,-999999,-999999,2198
26170,0,1116,-0.582952,-0.569325,-0.579687,3368.83,-20086.7,-2251.77,542,-999999,-999999,-999999,-999999,1116
26171,0,1015,-0.73371,-0.65991,-0.161827,-9132.8,18322.4,1064.3,340,-17271.4,11002.4,-730.744,353,1268
26172,0,2362,-0.58249,-0.58077,-0.568693,3528.99,567.199,-20240.4,510,-999999,-999999,-999999,-999999,2362
26173,0,1865,-0.580579,-0.575281,-0.576178,-5628.76,-14702.6,-13166,536,-999999,-999999,-999999,-999999,1865
26174,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,392,-999999,-999999,-999999,-999999,1878
26175,0,909,0.131944,0.331166,-0.934302,-1387.05,-20384.9,1668.5,491,858.731,-14748.2,-14233.9,562,2038
26176,0,981,-0.425686,-0.0302467,-0.904365,13653.4,15259.2,996.455,432,7521.87,14823.5,-12029.9,478,1946
26177,0,2160,-0.583741,-0.580346,-0.567841,10594.7,4717.09,-16932.1,486,-999999,-999999,-999999,-999999,2160
26178,0,961,-0.781538,0.607931,-0.140067,20354.3,2418.1,325.976,474,-2236.03,19990.3,-3722.65,497,1427
26179,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,611,-999999,-999999,-999999,-999999,2195
26180,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,486,-999999,-999999,-999999,-999999,2169
26181,0,1671,-0.577489,-0.575891,-0.578667,-11439.5,-14174.8,-9422.97,572,-999999,-999999,-999999,-999999,1671
26182,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,462,-999999,-999999,-999999,-999999,2169
26183,0,1912,-0.586496,-0.575319,-0.570115,15237.5,-4109.9,-13118.5,597,-999999,-999999,-999999,-999999,1912
26184,0,963,-0.583379,-0.575196,-0.573427,19647.1,5343.97,2251.77,441,-999999,-999999,-999999,-999999,963
26185,0,1411,-0.57723,-0.583823,-0.570925,7278.79,18784.6,-3722.65,368,-999999,-999999,-999999,-999999,1411
26186,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,531,-999999,-999999,-999999,-999999,2184
26187,0,2019,-0.577279,-0.579615,-0.575148,-11544.5,-7545.29,-15194.8,577,-999999,-999999,-999999,-999999,2019
26188,0,2174,-0.577146,-0.585508,-0.569283,-3382.37,11057.1,-16958.9,463,-999999,-999999,-999999,-999999,2174
26189,0,1750,-0.584433,-0.578609,-0.568902,16390.8,6260.75,-10619.5,542,-999999,-999999,-999999,-999999,1750
26190,0,1358,-0.390662,0.585361,-0.710447,15994.4,-12084.1,-4290.08,521,7930.72,-1.6757,-18954.4,600,2278
26191,0,2003,-0.573257,-0.584139,-0.574594,-15414.6,3276.42,-13118.5,543,-999999,-999999,-999999,-999999,2003
26192,0,2075,-0.584219,-0.579674,-0.568037,12861,4980.17,-15194.8,624,-999999,-999999,-999999,-999999,2075
26193,0,1270,0.396673,0.146948,-0.906122,-18503.2,8694.42,-730.744,416,-14174.2,10298.1,-10619.5,537,1811
26193,1,1270,0.554469,-0.195372,-0.808946,-18503.2,8694.42,-730.744,416,-5811.83,4222.51,-19246.9,534,2300
26194,0,2295,-0.578122,-0.58441,-0.569421,-3963.91,6869.04,-18954.4,493,-999999,-999999,-999999,-999999,2295
26195,0,2105,-0.574908,-0.586431,-0.570595,-6783.11,13123.8,-14233.9,421,-999999,-999999,-999999,-999999,2105
26196,0,1721,-0.586811,-0.572674,-0.572448,14150.5,-10281,-10671.9,566,-999999,-999999,-999999,-999999,1721
26197,0,951,-0.578245,0.0577358,-0.813818,20102.4,-3684.49,1602.09,499,4856.52,-2162.24,-19854.9,578,2318
26198,0,1820,0.832642,-0.457077,-0.312712,-18015.8,3783.33,-9020.48,551,5184.76,-8952.55,-17733.8,480,2205
26199,0,1890,-0.585755,-0.573072,-0.573132,8617.48,-13221.6,-13118.5,572,-999999,-999999,-999999,-999999,1890
26200,0,2024,-0.579002,-0.577834,-0.575209,-8701.47,-10700.9,-15194.8,594,-999999,-999999,-999999,-999999,2024
26201,0,877,0.351572,0.501965,-0.790208,-18782.9,-8210.12,-211.771,527,-11343.9,2411.17,-16932.1,604,2126
26202,0,2236,-0.577516,-0.584862,-0.569572,-4633.3,8027.93,-18324.1,481,-999999,-999999,-999999,-999999,2236
26203,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,573,-999999,-999999,-999999,-999999,2198
26204,0,1031,-0.568482,-0.584986,-0.578463,-16536.2,12014.2,730.744,364,-999999,-999999,-999999,-999999,1031
26205,0,915,-0.582029,-0.568477,-0.581443,3261.02,-20098,2251.77,539,-999999,-999999,-999999,-999999,915
26206,0,2219,-0.583554,-0.580534,-0.567842,9445.46,4220.56,-17733.8,642,-999999,-999999,-999999,-999999,2219
26207,0,2020,-0.577812,-0.579025,-0.575207,-10736.2,-8657.89,-15194.8,627,-999999,-999999,-999999,-999999,2020
26208,0,945,-0.585561,-0.570471,-0.575917,19035.9,-7224.9,2251.77,480,-999999,-999999,-999999,-999999,945
26209,0,1084,-0.57595,-0.574042,-0.582029,-12673.1,-15944.2,-2251.77,518,-999999,-999999,-999999,-999999,1084
26210,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,430,-999999,-999999,-999999,-999999,2169
26211,0,1699,-0.584382,-0.571418,-0.576176,4685.2,-17602.1,-9422.97,519,-999999,-999999,-999999,-999999,1699
26212,0,1232,0.0295869,-0.250583,-0.967643,-3146.15,20245.1,-699.135,371,-2879.41,17985.9,-9422.97,392,1787
26213,0,1934,-0.582572,-0.581145,-0.568226,12942.5,10461.6,-12002.1,451,-999999,-999999,-999999,-999999,1934
26214,0,883,0.307355,0.474606,-0.824792,-16731.2,-11722.8,1700.77,531,-9269.04,-200,-18324.1,623,2245
26215,0,1955,-0.578823,-0.584651,-0.568461,4869.74,14987.7,-13118.5,574,-999999,-999999,-999999,-999999,1955
26216,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,431,-999999,-999999,-999999,-999999,2169
26217,0,997,-0.574311,-0.583949,-0.573733,3260.87,20098.1,2251.77,387,-999999,-999999,-999999,-999999,997
26218,0,2160,-0.583741,-0.580346,-0.567841,10594.7,4717.09,-16932.1,157,-999999,-999999,-999999,-999999,2160
26219,0,1017,0.0912222,-0.264414,-0.960085,-10355.8,17633.8,1433.6,394,-9076.59,13925.9,-12029.9,446,1979
26220,0,2144,-0.584144,-0.575638,-0.572203,3583.81,-11029.7,-16932.1,562,-999999,-999999,-999999,-999999,2144
26221,0,898,-0.576163,-0.572717,-0.583123,-11214,-17127.5,730.744,525,-999999,-999999,-999999,-999999,898
26222,0,2225,-0.580988,-0.583188,-0.567755,5160.75,8966.41,-17733.8,445,-999999,-999999,-999999,-999999,2225
26223,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,653,-999999,-999999,-999999,-999999,2195
26224,0,1383,-0.518575,0.0675757,-0.852358,19523.1,5295.5,-3325.22,450,12301.6,6236.53,-15194.8,515,2159
26225,0,1383,-0.584474,-0.576314,-0.571186,19454.1,5221.06,-3722.65,209,-999999,-999999,-999999,-999999,1383
26226,0,1625,-0.571312,-0.586687,-0.573935,-12589.6,13982,-8057.81,522,-999999,-999999,-999999,-999999,1625
26227,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,504,-999999,-999999,-999999,-999999,871
26228,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,454,-999999,-999999,-999999,-999999,871
26229,0,2207,-0.584926,-0.576438,-0.570597,6932.8,-7678.94,-17733.8,76,-999999,-999999,-999999,-999999,2207
26230,0,1260,0.699534,-0.291496,-0.652443,-14907.5,13930,-1992.89,381,3591.87,6221.36,-19246.9,501,2284
26231,0,1745,-0.585225,-0.577461,-0.569255,17137.4,3642.73,-10619.5,516,-999999,-999999,-999999,-999999,1745
26232,0,1412,-0.655793,-0.347512,-0.670202,6139.8,19287.5,-3247.13,385,-5089.44,13337,-14723.1,477,2175
26233,0,2193,-0.579601,-0.579143,-0.573285,-6912.2,-7697.49,-17733.8,562,-999999,-999999,-999999,-999999,2193
26234,0,1262,0.609983,0.175198,-0.772804,-16401.6,12273,-780.008,259,-7521.98,14823.4,-12029.9,343,1972
26235,0,1186,-0.758562,-0.323067,-0.565872,18740.8,7887.7,-2251.77,539,-4856.51,-2162.28,-19854.9,642,2307
26235,1,2153,-0.888187,0.207167,-0.41013,12367.3,-2628.69,-16159.2,567,3528.91,-567.175,-20240.4,615,2360
26235,2,2163,-0.990298,0.0376472,-0.133766,8460.14,9396.01,-16159.2,609,-3196.94,9839.17,-17733.8,653,2233
26236,0,1086,-0.576765,-0.572736,-0.582507,-10580.9,-17493,-730.744,538,-999999,-999999,-999999,-999999,1086
26237,0,1319,-0.577899,-0.573566,-0.580564,-9775.65,-17200.4,-5210.75,36,-999999,-999999,-999999,-999999,1319
26238,0,2250,-0.579093,-0.581215,-0.571699,-6562.71,-2921.94,-19246.9,572,-999999,-999999,-999999,-999999,2250
26239,0,901,-0.577681,-0.570961,-0.583342,-7414.18,-18961.4,2311.61,470,-999999,-999999,-999999,-999999,901
26240,0,901,-0.577681,-0.570961,-0.583342,-7414.18,-18961.4,2311.61,162,-999999,-999999,-999999,-999999,901
26241,0,895,0.67566,0.253497,-0.692259,-10796.3,-17372,1379.44,503,6321.81,-10949.6,-16159.2,613,2145
26242,0,2353,-0.582013,-0.580121,-0.569843,556.073,-2695.17,-20365.5,446,-999999,-999999,-999999,-999999,2353
26243,0,955,-0.584882,-0.572574,-0.574519,20328.8,-1142.19,2251.77,492,-999999,-999999,-999999,-999999,955
26244,0,2175,-0.575878,-0.585887,-0.570176,-6321.81,10949.6,-16159.2,400,-999999,-999999,-999999,-999999,2175
26245,0,2321,-0.58295,-0.580576,-0.56842,5199.95,1105.3,-19854.9,531,-999999,-999999,-999999,-999999,2321
26246,0,943,-0.585611,-0.56984,-0.576491,18106.7,-9311.91,2251.77,498,-999999,-999999,-999999,-999999,943
26247,0,929,-0.584527,-0.568371,-0.579036,10220,-17701.4,730.744,490,-999999,-999999,-999999,-999999,929
26248,0,2253,-0.580105,-0.579764,-0.572146,-5307.93,-5892.55,-18954.4,522,-999999,-999999,-999999,-999999,2253
26249,0,969,-0.786948,0.46218,-0.408782,18106.7,9312.05,2251.77,412,999.017,19359.5,-6634.82,562,1599
26249,1,969,-0.438181,0.370903,-0.818797,18106.7,9312.05,2251.77,412,12589.5,13982.1,-8057.81,445,1583
26250,0,1994,-0.572469,-0.585208,-0.574291,-15163.5,6751.15,-12029.9,454,-999999,-999999,-999999,-999999,1994
26251,0,925,-0.583922,-0.568096,-0.579916,9175.25,-18176.4,2251.77,486,-999999,-999999,-999999,-999999,925
26252,0,1026,-0.568804,-0.585514,-0.577612,-14530.1,14421.6,730.744,386,-999999,-999999,-999999,-999999,1026
26253,0,1096,0.445968,0.795406,-0.410417,-7464.8,-19006.9,-1503.73,523,8460.14,9396.01,-16159.2,663,2163
26253,1,1096,0.421353,0.429205,-0.798902,-7464.8,-19006.9,-1503.73,523,1095.19,-10287.4,-17733.8,598,2201
26254,0,1384,-0.585228,-0.575734,-0.570998,19579.6,3040.17,-5210.75,465,-999999,-999999,-999999,-999999,1384
26255,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,574,-999999,-999999,-999999,-999999,2198
26256,0,884,-0.572829,-0.575448,-0.583718,-16446.3,-11949,2251.77,505,-999999,-999999,-999999,-999999,884
26257,0,1193,0.0151319,-0.603298,-0.797372,15831.3,13012,-553.69,457,16049.1,4329.02,-12029.9,503,1925
26258,0,2129,-0.576994,-0.580735,-0.574304,-11550.4,-5142.64,-16159.2,187,-999999,-999999,-999999,-999999,2129
26259,0,1755,-0.583109,-0.580103,-0.568739,14980,9747.05,-10032.2,601,-999999,-999999,-999999,-999999,1755
26260,0,2320,-0.583212,-0.580128,-0.568609,5316.12,0.0199,-19854.9,537,-999999,-999999,-999999,-999999,2320
26261,0,913,-0.581202,-0.56882,-0.581935,989.011,-20336.8,2251.77,548,-999999,-999999,-999999,-999999,913
26262,0,2076,-0.583761,-0.580264,-0.567905,12301.6,6236.53,-15194.8,552,-999999,-999999,-999999,-999999,2076
26263,0,889,-0.574068,-0.574131,-0.583797,-14451.4,-14343,2251.77,508,-999999,-999999,-999999,-999999,889
26264,0,1091,0.126167,0.661559,-0.739203,-10761.2,-17395.5,-1357.83,492,-7757.77,-1647.25,-18954.4,608,2246
26265,0,925,0.125512,0.75822,-0.639804,8885.26,-18405.8,1590.3,493,12367.2,2628.79,-16159.2,606,2157
26266,0,913,-0.238455,0.540392,-0.806917,2603.46,-20261.3,1717.7,541,-3591.87,-6221.36,-19246.9,614,2254
26267,0,921,-0.583387,-0.568127,-0.580423,7368.37,-18980.8,2251.77,510,-999999,-999999,-999999,-999999,921
26268,0,1758,-0.58247,-0.580969,-0.56851,13620.9,11009.9,-10671.9,349,-999999,-999999,-999999,-999999,1758
26269,0,879,0.528989,-0.0999676,-0.84272,-18043.5,-9591.76,1637.59,484,-7477.5,-11588.5,-15194.8,592,2135
26270,0,943,-0.585611,-0.56984,-0.576491,18106.7,-9311.91,2251.77,510,-999999,-999999,-999999,-999999,943
26271,0,899,0.221091,0.316978,-0.922303,-10137.2,-17797,868.863,500,-6286.48,-12276.2,-15194.8,605,2135
26272,0,1040,-0.568376,-0.582358,-0.581213,-19884.6,4226.53,2251.77,426,-999999,-999999,-999999,-999999,1040
26273,0,1013,0.045169,-0.361451,-0.931297,-5871.08,19591.9,1392.78,414,-5089.44,13337,-14723.1,463,2175
26274,0,2208,-0.584606,-0.577,-0.570357,6201.15,-6889.18,-18324.1,504,-999999,-999999,-999999,-999999,2208
26275,0,1818,-0.571815,-0.584984,-0.575171,-16390.9,6260.62,-10619.5,434,-999999,-999999,-999999,-999999,1818
26276,0,999,0.684488,-0.271521,-0.676574,804.846,20445.7,1254.91,353,8786.86,17279.4,-6634.82,379,1589
26277,0,2028,-0.580246,-0.576748,-0.575044,-6286.48,-12276.2,-15194.8,543,-999999,-999999,-999999,-999999,2028
26278,0,1327,-0.580669,-0.570956,-0.580373,-3214.19,-19887.5,-3722.65,539,-999999,-999999,-999999,-999999,1327
26279,0,2011,-0.575427,-0.582088,-0.574506,-13615.4,-2197.39,-15194.8,544,-999999,-999999,-999999,-999999,2011
26280,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,467,-999999,-999999,-999999,-999999,937
26281,0,2310,-0.58105,-0.579917,-0.571032,-2658.06,-4603.89,-19854.9,533,-999999,-999999,-999999,-999999,2310
26282,0,1005,-0.575794,-0.523031,-0.628411,-3277.56,20196.2,1272.89,347,-14174.2,10298.1,-10619.5,432,1808
26283,0,1291,0.678409,-0.392539,-0.621027,-19907.4,-3088.7,-3722.65,514,-6321.73,-10949.6,-16159.2,607,2135
26283,1,1291,0.670956,0.090483,-0.735956,-19907.4,-3088.7,-3722.65,514,-5199.95,-1105.3,-19854.9,610,2306
26284,0,920,-0.583039,-0.568197,-0.580704,6282.02,-19333.8,2251.77,517,-999999,-999999,-999999,-999999,920
26285,0,895,0.817204,-0.0959413,-0.568307,-9944.58,-17846.7,1688.13,181,2023.52,-19251.8,-6634.82,488,1517
26286,0,1457,0.539746,-0.369662,-0.756323,-17999.5,8665.38,-4602.14,468,-7757.07,1650.53,-18954.4,537,2304
26287,0,1648,-0.572567,-0.582319,-0.577123,-17848.2,-1119.48,-10032.2,535,-999999,-999999,-999999,-999999,1648
26288,0,915,-0.582029,-0.568477,-0.581443,3261.02,-20098,2251.77,476,-999999,-999999,-999999,-999999,915
26289,0,1665,-0.575915,-0.577463,-0.578669,-14136.6,-11486.6,-9422.97,558,-999999,-999999,-999999,-999999,1665
26290,0,1393,-0.582382,-0.579006,-0.570599,16886.6,10991.4,-3688.49,379,-999999,-999999,-999999,-999999,1393
26291,0,869,0.460379,0.72095,-0.51796,-20486.1,7.92135,755,394,-11439.6,14174.7,-9422.97,498,1797
26292,0,926,-0.584189,-0.56813,-0.579613,10164.5,-17605.2,2251.77,533,-999999,-999999,-999999,-999999,926
26293,0,1033,0.656792,0.0204654,-0.753794,-17953.9,9762.08,1614.82,315,-1095.19,10287.4,-17733.8,421,2172
26294,0,1499,-0.578424,-0.574403,-0.579212,-9407.31,-16294.1,-8057.81,529,-999999,-999999,-999999,-999999,1499
26295,0,2285,-0.581175,-0.582854,-0.567906,3966.81,6867.37,-18954.4,436,-999999,-999999,-999999,-999999,2285
26296,0,2062,-0.586127,-0.576321,-0.569482,14577.6,-2395.52,-14233.9,558,-999999,-999999,-999999,-999999,2062
26297,0,889,-0.274632,0.639724,-0.717865,-14125.6,-14820.9,1028.81,511,-17601.9,-6723.32,-8057.81,553,1481
26298,0,2174,-0.577146,-0.585508,-0.569283,-3382.37,11057.1,-16958.9,489,-999999,-999999,-999999,-999999,2174
26299,0,1036,-0.568338,-0.584297,-0.5793,-18205.9,9362.28,730.744,422,-999999,-999999,-999999,-999999,1036
26300,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,350,-999999,-999999,-999999,-999999,937
26301,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,437,-999999,-999999,-999999,-999999,2112
26302,0,2369,-0.581687,-0.581583,-0.568684,2034.08,1853.62,-20365.5,440,-999999,-999999,-999999,-999999,2369
26303,0,1119,-0.292388,0.369179,-0.882166,6646.22,-19329.2,-1568.49,459,2129.88,-13626.7,-15194.8,562,2141
26304,0,1814,0.874496,0.276777,-0.39831,-16607.9,7736.21,-9196.74,418,-1321.66,12574.3,-16159.2,505,2171
26305,0,954,-0.58552,-0.572114,-0.574328,20231.9,-3126.75,730.744,497,-999999,-999999,-999999,-999999,954
26306,0,1933,-0.582898,-0.580783,-0.568261,13445.7,9768.89,-12002.1,421,-999999,-999999,-999999,-999999,1933
26307,0,1027,-0.568326,-0.584868,-0.578735,-15775,12873,2251.77,580,-999999,-999999,-999999,-999999,1027
26308,0,901,-0.577681,-0.570961,-0.583342,-7414.18,-18961.4,2311.61,525,-999999,-999999,-999999,-999999,901
26309,0,1070,0.700523,0.442478,-0.559893,-16749.8,-11803.2,-614.354,499,6562.71,2921.94,-19246.9,621,2280
26310,0,1595,-0.577661,-0.584599,-0.569694,5814.01,17893.9,-8057.81,309,-999999,-999999,-999999,-999999,1595
26311,0,2174,-0.577146,-0.585508,-0.569283,-3382.37,11057.1,-16958.9,461,-999999,-999999,-999999,-999999,2174
26312,0,1552,-0.586791,-0.573479,-0.571663,18192.1,-4906.85,-8057.81,551,-999999,-999999,-999999,-999999,1552
26313,0,985,-0.669474,-0.233097,-0.705316,11153.6,17034.2,2251.77,456,-6321.81,10949.6,-16159.2,538,2175
26313,1,1439,-0.452548,-0.879111,-0.149545,-10008.1,17066.2,-5210.75,491,-18793.4,0,-8113.87,512,1470
26314,0,1838,-0.575099,-0.580012,-0.576929,-15163.4,-6751.26,-12029.9,516,-999999,-999999,-999999,-999999,1838
26315,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,511,-999999,-999999,-999999,-999999,2199
26316,0,955,-0.584882,-0.572574,-0.574519,20328.8,-1142.19,2251.77,468,-999999,-999999,-999999,-999999,955
26317,0,1171,-0.585448,-0.574023,-0.572492,20328.8,416.964,-2251.77,478,-999999,-999999,-999999,-999999,1171
26318,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,488,-999999,-999999,-999999,-999999,1811
26319,0,2275,-0.584038,-0.579442,-0.56846,7930.72,-1.6757,-18954.4,526,-999999,-999999,-999999,-999999,2275
26320,0,1776,-0.57783,-0.584987,-0.569125,4513.01,16955.5,-10619.5,363,-999999,-999999,-999999,-999999,1776
26321,0,993,0.34535,-0.429528,-0.83441,5195.52,19686.8,2251.77,453,11106.5,12335.1,-12029.9,515,1940
26321,1,993,-0.360905,-0.51771,-0.775709,5195.52,19686.8,2251.77,453,-4806.92,5338.58,-19246.9,525,2298
26322,0,1758,-0.58247,-0.580969,-0.56851,13620.9,11009.9,-10671.9,419,-999999,-999999,-999999,-999999,1758
26323,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,558,-999999,-999999,-999999,-999999,1878
26324,0,2101,-0.575738,-0.586313,-0.569879,-4074.36,14219,-14209.4,415,-999999,-999999,-999999,-999999,2101
26325,0,1816,-0.57178,-0.585495,-0.574685,-15620.3,7991.52,-10619.5,467,-999999,-999999,-999999,-999999,1816
26326,0,1980,-0.573966,-0.58661,-0.57136,-8617.48,13221.6,-13118.5,434,-999999,-999999,-999999,-999999,1980
26327,0,1725,-0.586919,-0.573349,-0.571661,17016,-6499.32,-9422.97,543,-999999,-999999,-999999,-999999,1725
26328,0,1443,0.538965,-0.0606495,-0.840142,-14281.2,14368,-3139.54,404,-7879.54,13647.7,-13118.5,431,2105
26329,0,1818,-0.571815,-0.584984,-0.575171,-16390.9,6260.62,-10619.5,493,-999999,-999999,-999999,-999999,1818
26330,0,2238,-0.577132,-0.584734,-0.570092,-6201.15,6889.18,-18324.1,530,-999999,-999999,-999999,-999999,2238
26331,0,963,-1,-3.69E-06,0,19647.1,5343.97,2251.77,486,-19647.1,5343.82,2251.77,409,1039
26331,1,963,-0.491182,0.0320986,-0.870465,19647.1,5343.97,2251.77,486,8369.7,6080.94,-17733.8,513,2221
26332,0,2234,-0.577983,-0.584829,-0.569131,-3054.5,8753.58,-18324.1,571,-999999,-999999,-999999,-999999,2234
26333,0,1288,0.434452,-0.180626,-0.882397,-19873.2,-1938.78,-4641.98,489,-16235.7,-3451.08,-12029.9,576,1835
26334,0,2277,-0.583649,-0.58011,-0.568178,7757.77,1647.25,-18954.4,616,-999999,-999999,-999999,-999999,2277
26335,0,1811,0.487168,-0.822945,-0.292281,-13709.3,9763.97,-11703.4,749,-2674.08,-8877.19,-18324.1,555,2135
26336,0,1052,0.468839,-0.0831398,-0.879362,-20302.5,-1011.56,-2652.34,505,-13615.4,-2197.39,-15194.8,535,2127
26337,0,877,0.524444,-0.69478,-0.492178,-19035.9,-7225.04,2251.77,668,-12669.8,-15658.8,-3722.65,681,1311
26337,1,1033,-0.0516029,-0.831072,-0.553765,-18106.7,9311.91,2251.77,671,-18934.8,-4024.79,-6634.82,704,1472
26337,2,1033,0.417163,-0.308808,-0.854759,-18106.7,9311.91,2251.77,671,-7757.07,1650.53,-18954.4,763,2303
26338,0,1084,-0.57595,-0.574042,-0.582029,-12673.1,-15944.2,-2251.77,95,-999999,-999999,-999999,-999999,1084
26339,0,982,-0.157781,-0.920329,-0.35791,14570.1,14404,698.573,799,9580.61,-14699.3,-10619.5,546,1706
26340,0,2019,-0.577279,-0.579615,-0.575148,-11544.5,-7545.29,-15194.8,569,-999999,-999999,-999999,-999999,2019
26341,0,1716,-0.586556,-0.57218,-0.573203,12427.4,-12386.1,-10619.5,536,-999999,-999999,-999999,-999999,1716
26342,0,897,-0.576859,-0.571618,-0.583512,-9175.11,-18176.4,2251.77,525,-999999,-999999,-999999,-999999,897
26343,0,2135,-0.580161,-0.577459,-0.574417,-6321.73,-10949.6,-16159.2,584,-999999,-999999,-999999,-999999,2135
26344,0,1811,-0.571897,-0.586093,-0.573959,-14174.2,10298.1,-10619.5,366,-999999,-999999,-999999,-999999,1811
26345,0,919,-0.582691,-0.568267,-0.580985,5195.67,-19686.8,2251.77,519,-999999,-999999,-999999,-999999,919
